index,Question,Segment Type,Segment Description,Answer,Count,Percentage
2230,What is the most important trait when defining an influencer?,University,University of Maryland,They aren't on social media & focus on actual things to change the world,0,0.0
2231,What is the most important trait when defining an influencer?,University,Santa Clara University,They're a leading voice in culture,1,0.333
2232,What is the most important trait when defining an influencer?,University,Santa Clara University,They're famous so people like to follow them,0,0.0
2233,What is the most important trait when defining an influencer?,University,Santa Clara University,They have a great body and frequently take pics of it,0,0.0
2234,What is the most important trait when defining an influencer?,University,Santa Clara University,They aren't on social media & focus on actual things to change the world,2,0.667
2235,What is the most important trait when defining an influencer?,University,University of Central Florida,They're a leading voice in culture,0,0.0
2236,What is the most important trait when defining an influencer?,University,University of Central Florida,They're famous so people like to follow them,1,1.0
2237,What is the most important trait when defining an influencer?,University,University of Central Florida,They have a great body and frequently take pics of it,0,0.0
2238,What is the most important trait when defining an influencer?,University,University of Central Florida,They aren't on social media & focus on actual things to change the world,0,0.0
2239,What is the most important trait when defining an influencer?,University,University of Michigan,They're a leading voice in culture,6,0.353
2240,What is the most important trait when defining an influencer?,University,University of Michigan,They're famous so people like to follow them,3,0.176
2241,What is the most important trait when defining an influencer?,University,University of Michigan,They have a great body and frequently take pics of it,3,0.176
2242,What is the most important trait when defining an influencer?,University,University of Michigan,They aren't on social media & focus on actual things to change the world,5,0.294
2243,What is the most important trait when defining an influencer?,University,Miami University (Ohio),They're a leading voice in culture,1,0.5
2244,What is the most important trait when defining an influencer?,University,Miami University (Ohio),They're famous so people like to follow them,0,0.0
2245,What is the most important trait when defining an influencer?,University,Miami University (Ohio),They have a great body and frequently take pics of it,0,0.0
2246,What is the most important trait when defining an influencer?,University,Miami University (Ohio),They aren't on social media & focus on actual things to change the world,1,0.5
2247,What is the most important trait when defining an influencer?,University,Kansas State University,They're a leading voice in culture,1,1.0
2248,What is the most important trait when defining an influencer?,University,Kansas State University,They're famous so people like to follow them,0,0.0
2249,What is the most important trait when defining an influencer?,University,Kansas State University,They have a great body and frequently take pics of it,0,0.0
2250,What is the most important trait when defining an influencer?,University,Kansas State University,They aren't on social media & focus on actual things to change the world,0,0.0
2251,What is the most important trait when defining an influencer?,University,West Virginia University ,They're a leading voice in culture,1,0.5
2252,What is the most important trait when defining an influencer?,University,West Virginia University ,They're famous so people like to follow them,0,0.0
2253,What is the most important trait when defining an influencer?,University,West Virginia University ,They have a great body and frequently take pics of it,0,0.0
2254,What is the most important trait when defining an influencer?,University,West Virginia University ,They aren't on social media & focus on actual things to change the world,1,0.5
2255,What is the most important trait when defining an influencer?,University,University of Florida,They're a leading voice in culture,2,0.5
2256,What is the most important trait when defining an influencer?,University,University of Florida,They're famous so people like to follow them,0,0.0
2257,What is the most important trait when defining an influencer?,University,University of Florida,They have a great body and frequently take pics of it,0,0.0
2258,What is the most important trait when defining an influencer?,University,University of Florida,They aren't on social media & focus on actual things to change the world,2,0.5
2259,What is the most important trait when defining an influencer?,University,Syracuse University,They're a leading voice in culture,2,1.0
2260,What is the most important trait when defining an influencer?,University,Syracuse University,They're famous so people like to follow them,0,0.0
2261,What is the most important trait when defining an influencer?,University,Syracuse University,They have a great body and frequently take pics of it,0,0.0
2262,What is the most important trait when defining an influencer?,University,Syracuse University,They aren't on social media & focus on actual things to change the world,0,0.0
2263,What is the most important trait when defining an influencer?,University,UMass Dartmouth,They're a leading voice in culture,0,0.0
2264,What is the most important trait when defining an influencer?,University,UMass Dartmouth,They're famous so people like to follow them,1,1.0
2265,What is the most important trait when defining an influencer?,University,UMass Dartmouth,They have a great body and frequently take pics of it,0,0.0
2266,What is the most important trait when defining an influencer?,University,UMass Dartmouth,They aren't on social media & focus on actual things to change the world,0,0.0
2267,What is the most important trait when defining an influencer?,University,University of Alabama,They're a leading voice in culture,3,0.75
2268,What is the most important trait when defining an influencer?,University,University of Alabama,They're famous so people like to follow them,0,0.0
2269,What is the most important trait when defining an influencer?,University,University of Alabama,They have a great body and frequently take pics of it,0,0.0
2270,What is the most important trait when defining an influencer?,University,University of Alabama,They aren't on social media & focus on actual things to change the world,1,0.25
2271,What is the most important trait when defining an influencer?,University,Oklahoma State University ,They're a leading voice in culture,0,0.0
2272,What is the most important trait when defining an influencer?,University,Oklahoma State University ,They're famous so people like to follow them,0,0.0
2273,What is the most important trait when defining an influencer?,University,Oklahoma State University ,They have a great body and frequently take pics of it,0,0.0
2274,What is the most important trait when defining an influencer?,University,Oklahoma State University ,They aren't on social media & focus on actual things to change the world,1,1.0
2275,What is the most important trait when defining an influencer?,University,Northwestern University,They're a leading voice in culture,32,0.561
2276,What is the most important trait when defining an influencer?,University,Northwestern University,They're famous so people like to follow them,8,0.14
2277,What is the most important trait when defining an influencer?,University,Northwestern University,They have a great body and frequently take pics of it,4,0.07
2278,What is the most important trait when defining an influencer?,University,Northwestern University,They aren't on social media & focus on actual things to change the world,13,0.228
2279,What is the most important trait when defining an influencer?,University,Case Western Reserve University,They're a leading voice in culture,1,0.5
2280,What is the most important trait when defining an influencer?,University,Case Western Reserve University,They're famous so people like to follow them,1,0.5
2281,What is the most important trait when defining an influencer?,University,Case Western Reserve University,They have a great body and frequently take pics of it,0,0.0
2282,What is the most important trait when defining an influencer?,University,Case Western Reserve University,They aren't on social media & focus on actual things to change the world,0,0.0
2283,What is the most important trait when defining an influencer?,University,Manhattan College,They're a leading voice in culture,4,0.4
2284,What is the most important trait when defining an influencer?,University,Manhattan College,They're famous so people like to follow them,0,0.0
2285,What is the most important trait when defining an influencer?,University,Manhattan College,They have a great body and frequently take pics of it,2,0.2
2286,What is the most important trait when defining an influencer?,University,Manhattan College,They aren't on social media & focus on actual things to change the world,4,0.4
2287,What is the most important trait when defining an influencer?,University,University of Redlands,They're a leading voice in culture,1,0.5
2288,What is the most important trait when defining an influencer?,University,University of Redlands,They're famous so people like to follow them,0,0.0
2289,What is the most important trait when defining an influencer?,University,University of Redlands,They have a great body and frequently take pics of it,0,0.0
2290,What is the most important trait when defining an influencer?,University,University of Redlands,They aren't on social media & focus on actual things to change the world,1,0.5
2291,What is the most important trait when defining an influencer?,University,Union High School,They're a leading voice in culture,1,1.0
2292,What is the most important trait when defining an influencer?,University,Union High School,They're famous so people like to follow them,0,0.0
2293,What is the most important trait when defining an influencer?,University,Union High School,They have a great body and frequently take pics of it,0,0.0
2294,What is the most important trait when defining an influencer?,University,Union High School,They aren't on social media & focus on actual things to change the world,0,0.0
2295,What is the most important trait when defining an influencer?,University,Indiana University,They're a leading voice in culture,17,0.5
2296,What is the most important trait when defining an influencer?,University,Indiana University,They're famous so people like to follow them,7,0.206
2297,What is the most important trait when defining an influencer?,University,Indiana University,They have a great body and frequently take pics of it,2,0.059
2298,What is the most important trait when defining an influencer?,University,Indiana University,They aren't on social media & focus on actual things to change the world,8,0.235
2299,What is the most important trait when defining an influencer?,University,University of Texas,They're a leading voice in culture,8,0.571
2300,What is the most important trait when defining an influencer?,University,University of Texas,They're famous so people like to follow them,2,0.143
2301,What is the most important trait when defining an influencer?,University,University of Texas,They have a great body and frequently take pics of it,0,0.0
2302,What is the most important trait when defining an influencer?,University,University of Texas,They aren't on social media & focus on actual things to change the world,4,0.286
2303,What is the most important trait when defining an influencer?,University,Kutztown University,They're a leading voice in culture,0,0.0
2304,What is the most important trait when defining an influencer?,University,Kutztown University,They're famous so people like to follow them,0,0.0
2305,What is the most important trait when defining an influencer?,University,Kutztown University,They have a great body and frequently take pics of it,0,0.0
2306,What is the most important trait when defining an influencer?,University,Kutztown University,They aren't on social media & focus on actual things to change the world,2,1.0
2307,What is the most important trait when defining an influencer?,University,University of Illinois,They're a leading voice in culture,26,0.553
2308,What is the most important trait when defining an influencer?,University,University of Illinois,They're famous so people like to follow them,7,0.149
2309,What is the most important trait when defining an influencer?,University,University of Illinois,They have a great body and frequently take pics of it,4,0.085
2310,What is the most important trait when defining an influencer?,University,University of Illinois,They aren't on social media & focus on actual things to change the world,10,0.213
2311,What is the most important trait when defining an influencer?,University,Ohio State University,They're a leading voice in culture,0,0.0
2312,What is the most important trait when defining an influencer?,University,Ohio State University,They're famous so people like to follow them,1,0.5
2313,What is the most important trait when defining an influencer?,University,Ohio State University,They have a great body and frequently take pics of it,0,0.0
2314,What is the most important trait when defining an influencer?,University,Ohio State University,They aren't on social media & focus on actual things to change the world,1,0.5
2315,What is the most important trait when defining an influencer?,University,Truman State University,They're a leading voice in culture,13,0.371
2316,What is the most important trait when defining an influencer?,University,Truman State University,They're famous so people like to follow them,5,0.143
2317,What is the most important trait when defining an influencer?,University,Truman State University,They have a great body and frequently take pics of it,5,0.143
2318,What is the most important trait when defining an influencer?,University,Truman State University,They aren't on social media & focus on actual things to change the world,12,0.343
2319,What is the most important trait when defining an influencer?,University,College of William and Mary,They're a leading voice in culture,31,0.484
2320,What is the most important trait when defining an influencer?,University,College of William and Mary,They're famous so people like to follow them,7,0.109
2321,What is the most important trait when defining an influencer?,University,College of William and Mary,They have a great body and frequently take pics of it,10,0.156
2322,What is the most important trait when defining an influencer?,University,College of William and Mary,They aren't on social media & focus on actual things to change the world,16,0.25
2323,What is the most important trait when defining an influencer?,University,University of Virginia,They're a leading voice in culture,105,0.538
2324,What is the most important trait when defining an influencer?,University,University of Virginia,They're famous so people like to follow them,25,0.128
2325,What is the most important trait when defining an influencer?,University,University of Virginia,They have a great body and frequently take pics of it,21,0.108
2326,What is the most important trait when defining an influencer?,University,University of Virginia,They aren't on social media & focus on actual things to change the world,44,0.226
2327,What is the most important trait when defining an influencer?,University,University of Dayton,They're a leading voice in culture,0,0.0
2328,What is the most important trait when defining an influencer?,University,University of Dayton,They're famous so people like to follow them,0,0.0
2329,What is the most important trait when defining an influencer?,University,University of Dayton,They have a great body and frequently take pics of it,0,0.0
2330,What is the most important trait when defining an influencer?,University,University of Dayton,They aren't on social media & focus on actual things to change the world,1,1.0
2331,What is the most important trait when defining an influencer?,University,Brock University,They're a leading voice in culture,0,0.0
2332,What is the most important trait when defining an influencer?,University,Brock University,They're famous so people like to follow them,0,0.0
2333,What is the most important trait when defining an influencer?,University,Brock University,They have a great body and frequently take pics of it,0,0.0
2334,What is the most important trait when defining an influencer?,University,Brock University,They aren't on social media & focus on actual things to change the world,1,1.0
2335,What is the most important trait when defining an influencer?,University,The Juilliard School,They're a leading voice in culture,0,0.0
2336,What is the most important trait when defining an influencer?,University,The Juilliard School,They're famous so people like to follow them,0,0.0
2337,What is the most important trait when defining an influencer?,University,The Juilliard School,They have a great body and frequently take pics of it,0,0.0
2338,What is the most important trait when defining an influencer?,University,The Juilliard School,They aren't on social media & focus on actual things to change the world,1,1.0
2339,What is the most important trait when defining an influencer?,University,University of Mount Union,They're a leading voice in culture,0,0.0
2340,What is the most important trait when defining an influencer?,University,University of Mount Union,They're famous so people like to follow them,1,1.0
2341,What is the most important trait when defining an influencer?,University,University of Mount Union,They have a great body and frequently take pics of it,0,0.0
2342,What is the most important trait when defining an influencer?,University,University of Mount Union,They aren't on social media & focus on actual things to change the world,0,0.0
2343,What is the most important trait when defining an influencer?,University,University of Houston ,They're a leading voice in culture,0,0.0
2344,What is the most important trait when defining an influencer?,University,University of Houston ,They're famous so people like to follow them,0,0.0
2345,What is the most important trait when defining an influencer?,University,University of Houston ,They have a great body and frequently take pics of it,1,1.0
2346,What is the most important trait when defining an influencer?,University,University of Houston ,They aren't on social media & focus on actual things to change the world,0,0.0
2347,What is the most important trait when defining an influencer?,University,Cornell University,They're a leading voice in culture,43,0.581
2348,What is the most important trait when defining an influencer?,University,Cornell University,They're famous so people like to follow them,12,0.162
2349,What is the most important trait when defining an influencer?,University,Cornell University,They have a great body and frequently take pics of it,9,0.122
2350,What is the most important trait when defining an influencer?,University,Cornell University,They aren't on social media & focus on actual things to change the world,10,0.135
2351,What is the most important trait when defining an influencer?,University,Texas Christian University,They're a leading voice in culture,8,0.667
2352,What is the most important trait when defining an influencer?,University,Texas Christian University,They're famous so people like to follow them,1,0.083
2353,What is the most important trait when defining an influencer?,University,Texas Christian University,They have a great body and frequently take pics of it,0,0.0
2354,What is the most important trait when defining an influencer?,University,Texas Christian University,They aren't on social media & focus on actual things to change the world,3,0.25
2355,What is the most important trait when defining an influencer?,University,United States Naval Academy,They're a leading voice in culture,0,0.0
2356,What is the most important trait when defining an influencer?,University,United States Naval Academy,They're famous so people like to follow them,0,0.0
2357,What is the most important trait when defining an influencer?,University,United States Naval Academy,They have a great body and frequently take pics of it,0,0.0
2358,What is the most important trait when defining an influencer?,University,United States Naval Academy,They aren't on social media & focus on actual things to change the world,1,1.0
2359,What is the most important trait when defining an influencer?,University,Kalamazoo College,They're a leading voice in culture,0,0.0
2360,What is the most important trait when defining an influencer?,University,Kalamazoo College,They're famous so people like to follow them,0,0.0
2361,What is the most important trait when defining an influencer?,University,Kalamazoo College,They have a great body and frequently take pics of it,0,0.0
2362,What is the most important trait when defining an influencer?,University,Kalamazoo College,They aren't on social media & focus on actual things to change the world,1,1.0
2363,What is the most important trait when defining an influencer?,University,University of Richmond,They're a leading voice in culture,1,0.5
2364,What is the most important trait when defining an influencer?,University,University of Richmond,They're famous so people like to follow them,1,0.5
2365,What is the most important trait when defining an influencer?,University,University of Richmond,They have a great body and frequently take pics of it,0,0.0
2366,What is the most important trait when defining an influencer?,University,University of Richmond,They aren't on social media & focus on actual things to change the world,0,0.0
2367,What is the most important trait when defining an influencer?,University,Colby College,They're a leading voice in culture,1,1.0
2368,What is the most important trait when defining an influencer?,University,Colby College,They're famous so people like to follow them,0,0.0
2369,What is the most important trait when defining an influencer?,University,Colby College,They have a great body and frequently take pics of it,0,0.0
2370,What is the most important trait when defining an influencer?,University,Colby College,They aren't on social media & focus on actual things to change the world,0,0.0
2371,What is the most important trait when defining an influencer?,University,Fitchburg State University,They're a leading voice in culture,1,1.0
2372,What is the most important trait when defining an influencer?,University,Fitchburg State University,They're famous so people like to follow them,0,0.0
2373,What is the most important trait when defining an influencer?,University,Fitchburg State University,They have a great body and frequently take pics of it,0,0.0
2374,What is the most important trait when defining an influencer?,University,Fitchburg State University,They aren't on social media & focus on actual things to change the world,0,0.0
2375,What is the most important trait when defining an influencer?,University,Rutgers University,They're a leading voice in culture,1,1.0
2376,What is the most important trait when defining an influencer?,University,Rutgers University,They're famous so people like to follow them,0,0.0
2377,What is the most important trait when defining an influencer?,University,Rutgers University,They have a great body and frequently take pics of it,0,0.0
2378,What is the most important trait when defining an influencer?,University,Rutgers University,They aren't on social media & focus on actual things to change the world,0,0.0
2379,What is the most important trait when defining an influencer?,University,Medford High School,They're a leading voice in culture,1,1.0
2380,What is the most important trait when defining an influencer?,University,Medford High School,They're famous so people like to follow them,0,0.0
2381,What is the most important trait when defining an influencer?,University,Medford High School,They have a great body and frequently take pics of it,0,0.0
2382,What is the most important trait when defining an influencer?,University,Medford High School,They aren't on social media & focus on actual things to change the world,0,0.0
2383,What is the most important trait when defining an influencer?,University,University of Leicester,They're a leading voice in culture,0,0.0
2384,What is the most important trait when defining an influencer?,University,University of Leicester,They're famous so people like to follow them,0,0.0
2385,What is the most important trait when defining an influencer?,University,University of Leicester,They have a great body and frequently take pics of it,0,0.0
2386,What is the most important trait when defining an influencer?,University,University of Leicester,They aren't on social media & focus on actual things to change the world,1,1.0
2387,What is the most important trait when defining an influencer?,University,Otterbein University,They're a leading voice in culture,0,0.0
2388,What is the most important trait when defining an influencer?,University,Otterbein University,They're famous so people like to follow them,0,0.0
2389,What is the most important trait when defining an influencer?,University,Otterbein University,They have a great body and frequently take pics of it,0,0.0
2390,What is the most important trait when defining an influencer?,University,Otterbein University,They aren't on social media & focus on actual things to change the world,1,1.0
2391,What is the most important trait when defining an influencer?,University,Shippensburg University,They're a leading voice in culture,1,1.0
2392,What is the most important trait when defining an influencer?,University,Shippensburg University,They're famous so people like to follow them,0,0.0
2393,What is the most important trait when defining an influencer?,University,Shippensburg University,They have a great body and frequently take pics of it,0,0.0
2394,What is the most important trait when defining an influencer?,University,Shippensburg University,They aren't on social media & focus on actual things to change the world,0,0.0
2395,What is the most important trait when defining an influencer?,University,Stanford University,They're a leading voice in culture,4,0.571
2396,What is the most important trait when defining an influencer?,University,Stanford University,They're famous so people like to follow them,1,0.143
2397,What is the most important trait when defining an influencer?,University,Stanford University,They have a great body and frequently take pics of it,1,0.143
2398,What is the most important trait when defining an influencer?,University,Stanford University,They aren't on social media & focus on actual things to change the world,1,0.143
2399,What is the most important trait when defining an influencer?,University,Hofstra University,They're a leading voice in culture,0,0.0
2400,What is the most important trait when defining an influencer?,University,Hofstra University,They're famous so people like to follow them,0,0.0
2401,What is the most important trait when defining an influencer?,University,Hofstra University,They have a great body and frequently take pics of it,0,0.0
2402,What is the most important trait when defining an influencer?,University,Hofstra University,They aren't on social media & focus on actual things to change the world,1,1.0
2403,What is the most important trait when defining an influencer?,University,University of Tennessee,They're a leading voice in culture,1,1.0
2404,What is the most important trait when defining an influencer?,University,University of Tennessee,They're famous so people like to follow them,0,0.0
2405,What is the most important trait when defining an influencer?,University,University of Tennessee,They have a great body and frequently take pics of it,0,0.0
2406,What is the most important trait when defining an influencer?,University,University of Tennessee,They aren't on social media & focus on actual things to change the world,0,0.0
2407,What is the most important trait when defining an influencer?,University,UMass Amherst,They're a leading voice in culture,0,0.0
2408,What is the most important trait when defining an influencer?,University,UMass Amherst,They're famous so people like to follow them,0,0.0
2409,What is the most important trait when defining an influencer?,University,UMass Amherst,They have a great body and frequently take pics of it,0,0.0
2410,What is the most important trait when defining an influencer?,University,UMass Amherst,They aren't on social media & focus on actual things to change the world,1,1.0
2411,What is the most important trait when defining an influencer?,University,United States Air Force Academy,They're a leading voice in culture,1,1.0
2412,What is the most important trait when defining an influencer?,University,United States Air Force Academy,They're famous so people like to follow them,0,0.0
2413,What is the most important trait when defining an influencer?,University,United States Air Force Academy,They have a great body and frequently take pics of it,0,0.0
2414,What is the most important trait when defining an influencer?,University,United States Air Force Academy,They aren't on social media & focus on actual things to change the world,0,0.0
2415,What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They're a leading voice in culture,0,0.0
2416,What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They're famous so people like to follow them,0,0.0
2417,What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They have a great body and frequently take pics of it,0,0.0
2418,What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They aren't on social media & focus on actual things to change the world,1,1.0
2419,What is the most important trait when defining an influencer?,University,Southern Methodist University,They're a leading voice in culture,3,0.6
2420,What is the most important trait when defining an influencer?,University,Southern Methodist University,They're famous so people like to follow them,0,0.0
2421,What is the most important trait when defining an influencer?,University,Southern Methodist University,They have a great body and frequently take pics of it,0,0.0
2422,What is the most important trait when defining an influencer?,University,Southern Methodist University,They aren't on social media & focus on actual things to change the world,2,0.4
2423,What is the most important trait when defining an influencer?,University,Cameron University,They're a leading voice in culture,0,0.0
2424,What is the most important trait when defining an influencer?,University,Cameron University,They're famous so people like to follow them,0,0.0
2425,What is the most important trait when defining an influencer?,University,Cameron University,They have a great body and frequently take pics of it,0,0.0
2426,What is the most important trait when defining an influencer?,University,Cameron University,They aren't on social media & focus on actual things to change the world,1,1.0
2427,What is the most important trait when defining an influencer?,University,University of New Hampshire,They're a leading voice in culture,2,0.5
2428,What is the most important trait when defining an influencer?,University,University of New Hampshire,They're famous so people like to follow them,0,0.0
2429,What is the most important trait when defining an influencer?,University,University of New Hampshire,They have a great body and frequently take pics of it,0,0.0
2430,What is the most important trait when defining an influencer?,University,University of New Hampshire,They aren't on social media & focus on actual things to change the world,2,0.5
2431,What is the most important trait when defining an influencer?,University,University of Arizona,They're a leading voice in culture,8,0.421
2432,What is the most important trait when defining an influencer?,University,University of Arizona,They're famous so people like to follow them,2,0.105
2433,What is the most important trait when defining an influencer?,University,University of Arizona,They have a great body and frequently take pics of it,5,0.263
2434,What is the most important trait when defining an influencer?,University,University of Arizona,They aren't on social media & focus on actual things to change the world,4,0.211
2435,What is the most important trait when defining an influencer?,University,St. John's High School,They're a leading voice in culture,0,0.0
2436,What is the most important trait when defining an influencer?,University,St. John's High School,They're famous so people like to follow them,1,1.0
2437,What is the most important trait when defining an influencer?,University,St. John's High School,They have a great body and frequently take pics of it,0,0.0
2438,What is the most important trait when defining an influencer?,University,St. John's High School,They aren't on social media & focus on actual things to change the world,0,0.0
2439,What is the most important trait when defining an influencer?,University,Mississippi State University,They're a leading voice in culture,1,1.0
2440,What is the most important trait when defining an influencer?,University,Mississippi State University,They're famous so people like to follow them,0,0.0
2441,What is the most important trait when defining an influencer?,University,Mississippi State University,They have a great body and frequently take pics of it,0,0.0
2442,What is the most important trait when defining an influencer?,University,Mississippi State University,They aren't on social media & focus on actual things to change the world,0,0.0
2443,What is the most important trait when defining an influencer?,University,Washington State University,They're a leading voice in culture,1,1.0
2444,What is the most important trait when defining an influencer?,University,Washington State University,They're famous so people like to follow them,0,0.0
2445,What is the most important trait when defining an influencer?,University,Washington State University,They have a great body and frequently take pics of it,0,0.0
2446,What is the most important trait when defining an influencer?,University,Washington State University,They aren't on social media & focus on actual things to change the world,0,0.0
2447,What is the most important trait when defining an influencer?,University,Iowa State University,They're a leading voice in culture,0,0.0
2448,What is the most important trait when defining an influencer?,University,Iowa State University,They're famous so people like to follow them,0,0.0
2449,What is the most important trait when defining an influencer?,University,Iowa State University,They have a great body and frequently take pics of it,1,1.0
2450,What is the most important trait when defining an influencer?,University,Iowa State University,They aren't on social media & focus on actual things to change the world,0,0.0
2451,What is the most important trait when defining an influencer?,University,The College of New Jersey,They're a leading voice in culture,1,0.5
2452,What is the most important trait when defining an influencer?,University,The College of New Jersey,They're famous so people like to follow them,1,0.5
2453,What is the most important trait when defining an influencer?,University,The College of New Jersey,They have a great body and frequently take pics of it,0,0.0
2454,What is the most important trait when defining an influencer?,University,The College of New Jersey,They aren't on social media & focus on actual things to change the world,0,0.0
2455,What is the most important trait when defining an influencer?,University,University of Central Missouri,They're a leading voice in culture,1,1.0
2456,What is the most important trait when defining an influencer?,University,University of Central Missouri,They're famous so people like to follow them,0,0.0
2457,What is the most important trait when defining an influencer?,University,University of Central Missouri,They have a great body and frequently take pics of it,0,0.0
2458,What is the most important trait when defining an influencer?,University,University of Central Missouri,They aren't on social media & focus on actual things to change the world,0,0.0
2459,What is the most important trait when defining an influencer?,University,Northwestern State University,They're a leading voice in culture,0,0.0
2460,What is the most important trait when defining an influencer?,University,Northwestern State University,They're famous so people like to follow them,1,1.0
2461,What is the most important trait when defining an influencer?,University,Northwestern State University,They have a great body and frequently take pics of it,0,0.0
2462,What is the most important trait when defining an influencer?,University,Northwestern State University,They aren't on social media & focus on actual things to change the world,0,0.0
2463,What is the most important trait when defining an influencer?,University,Cypress Creek High School,They're a leading voice in culture,1,1.0
2464,What is the most important trait when defining an influencer?,University,Cypress Creek High School,They're famous so people like to follow them,0,0.0
2465,What is the most important trait when defining an influencer?,University,Cypress Creek High School,They have a great body and frequently take pics of it,0,0.0
2466,What is the most important trait when defining an influencer?,University,Cypress Creek High School,They aren't on social media & focus on actual things to change the world,0,0.0
2467,What is the most important trait when defining an influencer?,University,Emory University,They're a leading voice in culture,12,0.571
2468,What is the most important trait when defining an influencer?,University,Emory University,They're famous so people like to follow them,3,0.143
2469,What is the most important trait when defining an influencer?,University,Emory University,They have a great body and frequently take pics of it,2,0.095
2470,What is the most important trait when defining an influencer?,University,Emory University,They aren't on social media & focus on actual things to change the world,4,0.19
2471,What is the most important trait when defining an influencer?,University,St. Bonaventure University,They're a leading voice in culture,0,0.0
2472,What is the most important trait when defining an influencer?,University,St. Bonaventure University,They're famous so people like to follow them,1,1.0
2473,What is the most important trait when defining an influencer?,University,St. Bonaventure University,They have a great body and frequently take pics of it,0,0.0
2474,What is the most important trait when defining an influencer?,University,St. Bonaventure University,They aren't on social media & focus on actual things to change the world,0,0.0
2475,What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They're a leading voice in culture,134,0.525
2476,What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They're famous so people like to follow them,32,0.125
2477,What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They have a great body and frequently take pics of it,23,0.09
2478,What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They aren't on social media & focus on actual things to change the world,66,0.259
2479,What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They're a leading voice in culture,103,0.502
2480,What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They're famous so people like to follow them,33,0.161
2481,What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They have a great body and frequently take pics of it,12,0.059
2482,What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They aren't on social media & focus on actual things to change the world,57,0.278
2483,What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They're a leading voice in culture,82,0.569
2484,What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They're famous so people like to follow them,24,0.167
2485,What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They have a great body and frequently take pics of it,12,0.083
2486,What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They aren't on social media & focus on actual things to change the world,26,0.181
2487,What is the most important trait when defining an influencer?,Custom,Are you? Christian,They're a leading voice in culture,308,0.512
2488,What is the most important trait when defining an influencer?,Custom,Are you? Christian,They're famous so people like to follow them,78,0.13
2489,What is the most important trait when defining an influencer?,Custom,Are you? Christian,They have a great body and frequently take pics of it,62,0.103
2490,What is the most important trait when defining an influencer?,Custom,Are you? Christian,They aren't on social media & focus on actual things to change the world,153,0.255
2491,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They're a leading voice in culture,119,0.583
2492,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They're famous so people like to follow them,18,0.088
2493,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They have a great body and frequently take pics of it,13,0.064
2494,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They aren't on social media & focus on actual things to change the world,54,0.265
2495,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They're a leading voice in culture,244,0.548
2496,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They're famous so people like to follow them,58,0.13
2497,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They have a great body and frequently take pics of it,21,0.047
2498,What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They aren't on social media & focus on actual things to change the world,122,0.274
2499,What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They're a leading voice in culture,92,0.495
2500,What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They're famous so people like to follow them,28,0.151
2501,What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They have a great body and frequently take pics of it,16,0.086
2502,What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They aren't on social media & focus on actual things to change the world,50,0.269
2503,What is the most important trait when defining an influencer?,Custom,What's your major? Other,They're a leading voice in culture,116,0.502
2504,What is the most important trait when defining an influencer?,Custom,What's your major? Other,They're famous so people like to follow them,26,0.113
2505,What is the most important trait when defining an influencer?,Custom,What's your major? Other,They have a great body and frequently take pics of it,19,0.082
2506,What is the most important trait when defining an influencer?,Custom,What's your major? Other,They aren't on social media & focus on actual things to change the world,70,0.303
2507,What is the most important trait when defining an influencer?,Custom,What's your major? Languages,They're a leading voice in culture,10,0.625
2508,What is the most important trait when defining an influencer?,Custom,What's your major? Languages,They're famous so people like to follow them,2,0.125
2509,What is the most important trait when defining an influencer?,Custom,What's your major? Languages,They have a great body and frequently take pics of it,2,0.125
